,ID_TURMA,TX_HR_INICIAL,NU_DURACAO_TURMA,QT_MATRICULAS,TP_ETAPA_ENSINO,NU_DIAS_ATIVIDADE,CO_ENTIDADE,CD_GEOCODI,AGE_AVG_STUDENTS,AGE_STD_STUDENTS,NUM_TEACHERS_x,AGE_AVG_TEACHERS_x,AGE_STD_TEACHERS_x,NUM_TEACHERS_y,AGE_AVG_TEACHERS_y,AGE_STD_TEACHERS_y
537,12012587,7.0,255.0,26,20.0,5.0,31202878,313820000000000.0,12.615384615384615,1.0982503567738304,7,48.857142857142854,7.755182598937123,7,48.857142857142854,7.755182598937123
538,12012625,7.0,265.0,26,20.0,5.0,31202878,313820000000000.0,12.76923076923077,0.9511127086814604,8,49.75,7.611082145698562,8,49.75,7.611082145698562
539,12012759,7.0,265.0,29,19.0,5.0,31202878,313820000000000.0,11.448275862068966,0.8695732490526491,8,47.75,12.091909928306848,8,47.75,12.091909928306848
540,12345145,7.0,600.0,23,1.0,5.0,31348449,313820000000000.0,1.9565217391304348,0.20851441405707477,2,38.0,7.0710678118654755,2,38.0,7.0710678118654755
541,12345252,7.0,600.0,20,1.0,5.0,31348449,313820000000000.0,2.85,0.36634754853252327,2,40.0,5.656854249492381,2,40.0,5.656854249492381
542,12344904,7.0,600.0,20,1.0,6.0,31348449,313820000000000.0,1.0,0.0,2,32.5,3.5355339059327378,2,32.5,3.5355339059327378
543,12345192,7.0,600.0,18,1.0,5.0,31348449,313820000000000.0,1.7777777777777777,0.4277926319464985,2,51.5,3.5355339059327378,2,51.5,3.5355339059327378
544,12346165,7.0,600.0,23,1.0,5.0,31348449,313820000000000.0,3.347826086956522,2.1236481400940463,2,41.0,18.384776310850235,2,41.0,18.384776310850235
545,12345210,7.0,600.0,23,1.0,5.0,31348449,313820000000000.0,2.9565217391304346,0.20851441405707483,2,34.5,7.7781745930520225,2,34.5,7.7781745930520225
546,12345394,7.0,600.0,22,1.0,5.0,31348449,313820000000000.0,2.8181818181818183,0.39477101697586137,2,45.5,0.7071067811865476,2,45.5,0.7071067811865476
547,12345168,7.0,600.0,20,1.0,5.0,31348449,313820000000000.0,1.95,0.22360679774997907,2,39.5,9.192388155425117,2,39.5,9.192388155425117
548,12344887,7.0,600.0,12,1.0,5.0,31348449,313820000000000.0,0.25,0.45226701686664544,3,42.333333333333336,6.658328118479393,3,42.333333333333336,6.658328118479393
549,11990192,13.0,255.0,21,2.0,5.0,31266965,313820000000000.0,4.9523809523809526,0.21821789023599242,1,45.0,0.0,1,45.0,0.0
